age,gender,country,salary,balance,account_type,num_products,has_cr_card,is_active_member,tenure_years,estimated_salary,churn,membership_duration_years
74.0,Female,UK,45828.64,28400.7,Savings,1,0,0,8,64799.44,1,9.128767123287671
42.0,Other,Cambodia,79445.57,53667.1,Savings,2,0,0,4,122033.37,0,5.619178082191781
45.0,Male,UK,54655.2,58941.85,Checking,1,1,1,0,31930.66,0,6.835616438356165
45.0,Female,Germany,35518.19,17153.41,Savings,4,0,1,2,89818.16,0,9.860273972602739
48.0,Male,USA,74347.96,7633.75,Business,1,1,0,0,58039.93,0,5.6
69.0,Male,UK,76245.25,17435.43,Business,1,0,1,4,99070.54,0,1.167123287671233
53.0,Female,Germany,68568.04,57724.97,Savings,4,0,1,9,28327.98,0,4.879452054794521
42.0,Female,USA,54618.91,35623.85,Savings,3,1,1,9,116121.22,0,2.56986301369863
69.0,Male,UK,52019.67,58679.93,Business,2,1,0,5,56259.11,0,3.9972602739726026
73.0,Female,UK,79437.83,14331.23,Checking,4,0,1,0,39422.95,0,5.876712328767123
58.0,Male,India,57473.72,14940.55,Savings,3,0,1,9,93513.11,0,2.758904109589041
55.0,Female,USA,57523.82,40937.25,Savings,2,1,0,1,92262.45,1,9.098630136986301
68.0,Female,USA,56616.83,32202.71,Savings,4,0,1,6,64510.55,0,5.684931506849315
29.0,Male,France,69271.37,48958.35,Checking,1,0,1,0,68302.15,0,7.526027397260274
54.0,Female,USA,94793.52,43287.43,Business,4,1,1,0,36695.81,0,1.8136986301369864
54.0,Female,Germany,89418.54,44750.82,Checking,3,0,1,4,103203.6,0,7.515068493150685
48.0,Female,Germany,58794.08,48697.66,Business,3,1,1,5,86865.0,0,8.912328767123288
35.0,Female,Cambodia,50656.71,56926.26,Business,1,0,1,1,129430.8,0,7.4082191780821915
43.0,Male,Cambodia,29792.04,-14205.62,Business,1,1,1,2,84753.27,0,6.367123287671233
23.0,Female,Cambodia,77301.92,34752.94,Business,4,1,0,6,90619.42,0,4.323287671232877
26.0,Male,UK,15404.96,51854.22,Checking,3,0,0,9,91221.52,0,3.1205479452054794
28.0,Other,France,102630.48,85477.74,Checking,2,0,1,6,32070.85,0,1.7095890410958905
48.0,Male,UK,81078.31,32997.37,Business,3,1,1,1,60923.8,0,4.7753424657534245
72.0,Male,France,41350.98,-8952.09,Checking,4,0,0,10,110103.2,0,9.734246575342466
63.0,Male,India,90772.31,63506.95,Checking,1,0,1,8,23898.43,0,8.501369863013698
73.0,Female,France,73704.53,10649.65,Business,3,1,1,9,25217.68,0,2.202739726027397
19.0,Male,India,71692.28,44212.39,Savings,3,1,0,5,74150.14,0,3.4328767123287673
46.0,Female,Cambodia,53326.86,45758.05,Business,4,0,1,8,58178.16,0,5.336986301369863
63.0,Female,India,73816.39,37523.08,Checking,3,0,1,3,-3676.96,0,3.589041095890411
74.0,Male,UK,24580.57,-7671.73,Savings,1,1,1,3,59975.44,0,9.043835616438356
59.0,Female,France,43003.11,3609.44,Checking,2,1,1,2,76108.2,0,1.2383561643835617
22.0,Male,UK,52798.63,44074.66,Checking,4,1,0,9,9386.04,0,7.219178082191781
40.0,Male,India,42777.12,17297.39,Business,1,0,1,10,43772.13,0,6.778082191780822
53.0,Male,India,44057.48,-7482.75,Business,4,0,1,8,77670.75,0,7.002739726027397
24.0,Male,USA,92211.15,49232.42,Savings,2,0,1,3,98230.07,1,1.347945205479452
73.0,Male,USA,24178.28,9652.81,Business,3,0,1,8,75864.97,0,3.1534246575342464
30.0,Female,France,70216.56,37692.9,Savings,3,1,0,2,59411.47,0,2.4493150684931506
59.0,Female,Germany,31732.77,20261.46,Savings,4,0,1,2,28152.09,0,7.326027397260274
27.0,Female,USA,93037.6,52358.12,Business,4,0,0,0,44236.81,1,6.295890410958904
53.0,Male,Cambodia,70695.02,51523.97,Checking,1,0,1,8,123864.65,0,7.986301369863014
33.0,Female,Cambodia,24882.75,39758.79,Checking,1,1,1,1,98261.85,1,7.3342465753424655
32.0,Male,India,68366.69,32851.31,Checking,3,1,1,6,57253.1,0,6.252054794520548
70.0,Female,UK,42603.39,26184.57,Savings,4,0,1,1,87383.13,0,3.7616438356164386
60.0,Female,Germany,65671.94,10900.86,Business,1,0,1,8,146700.13,0,5.073972602739726
36.0,Male,France,26789.37,23236.85,Savings,4,1,0,2,112172.12,0,1.5945205479452054
38.0,Male,UK,90774.01,44567.81,Business,4,1,1,3,60944.38,0,4.120547945205479
52.0,Male,UK,39810.64,46418.46,Savings,1,0,1,7,11648.92,1,8.693150684931506
65.0,Male,Germany,69481.34,32843.68,Checking,3,0,1,9,80144.83,0,9.715068493150685
31.0,Other,France,47687.14,45525.34,Savings,3,1,0,7,52686.3,0,1.1424657534246576
46.0,Male,USA,55390.01,-7957.05,Savings,3,1,1,1,83949.88,0,7.345205479452055
22.0,Female,UK,43961.71,20562.25,Business,1,1,1,4,77853.14,0,5.553424657534246
66.0,Male,Cambodia,25788.9,49073.36,Savings,4,0,0,4,99243.94,0,8.082191780821917
35.0,Male,UK,54286.45,49431.99,Business,4,1,1,3,81726.17,0,3.4821917808219176
68.0,Other,Cambodia,27427.6,24133.03,Business,4,1,1,4,57552.41,0,4.164383561643835
18.0,Female,USA,14199.06,8832.59,Checking,1,1,0,7,52832.92,0,2.389041095890411
44.0,Female,Germany,75648.0,33580.07,Business,1,0,0,0,37659.2,0,7.6136986301369864
44.0,Female,Germany,29023.35,26310.96,Business,3,1,1,3,74442.68,0,6.043835616438356
42.0,Other,Germany,96427.81,53812.29,Savings,4,0,1,5,85187.2,0,3.4027397260273973
31.0,Male,Germany,31605.32,57209.12,Business,1,0,1,2,25063.87,0,8.476712328767123
69.0,Female,Germany,113040.15,29517.92,Checking,1,0,1,10,95357.59,0,9.69041095890411
70.0,Female,USA,1188.91,41972.87,Checking,4,1,0,7,65835.34,1,7.616438356164384
37.0,Female,India,37924.99,75688.25,Checking,4,1,0,7,71071.33,0,1.893150684931507
45.0,Male,Cambodia,80830.48,26992.79,Business,3,0,1,1,43892.06,0,7.358904109589041
38.0,Female,France,78867.38,38498.56,Savings,4,1,1,2,132704.18,0,1.663013698630137
40.0,Female,Germany,41871.48,34912.42,Savings,4,1,0,6,61315.28,0,5.712328767123288
28.0,Female,Germany,40358.72,35332.07,Business,1,0,1,5,99625.35,0,9.89041095890411
73.0,Male,Germany,54615.24,17517.96,Business,4,0,1,8,48439.54,0,8.616438356164384
19.0,Other,UK,57825.54,61168.74,Savings,4,1,1,4,126431.59,0,4.498630136986302
37.0,Female,India,48263.94,16656.35,Checking,2,1,0,0,77733.46,0,6.7534246575342465
41.0,Female,France,101449.89,72161.17,Checking,4,1,1,10,115703.95,0,6.405479452054794
72.0,Female,UK,42909.22,67774.22,Savings,4,1,0,0,37105.56,0,7.684931506849315
42.0,Female,UK,96661.68,40017.89,Savings,3,1,1,6,32035.03,1,4.86027397260274
54.0,Male,France,70148.28,35112.78,Business,2,0,0,7,47518.29,0,7.498630136986302
39.0,Female,France,85479.74,19460.46,Business,4,1,1,9,94539.62,0,1.9397260273972603
41.0,Female,France,22627.21,36418.97,Savings,2,0,1,9,42643.11,0,7.821917808219178
32.0,Male,France,85699.78,56602.1,Checking,3,1,0,9,46965.41,0,7.610958904109589
29.0,Male,Cambodia,84815.08,21315.36,Savings,2,1,0,4,91612.73,0,5.186301369863013
63.0,Male,France,43349.2,64357.64,Savings,2,1,1,10,63924.48,0,3.6164383561643834
48.0,Female,Cambodia,81198.45,55501.16,Checking,4,0,1,10,94735.61,0,1.0356164383561643
60.0,Female,Germany,23002.19,32877.87,Business,3,1,1,2,51460.08,0,2.526027397260274
48.0,Male,Cambodia,48134.29,50921.97,Savings,4,1,1,0,90379.09,0,7.767123287671233
70.0,Female,Cambodia,89177.51,16748.14,Business,1,1,0,4,55572.8,0,4.068493150684931
47.0,Female,France,55450.67,32939.7,Checking,2,1,1,2,119771.78,0,7.421917808219178
58.0,Female,France,53394.22,79339.27,Business,2,0,1,10,84619.79,0,1.610958904109589
37.0,Female,India,95113.96,58881.46,Business,2,1,0,8,43281.65,0,1.0794520547945206
25.0,Female,Germany,11162.8,44965.95,Checking,2,1,0,10,75829.82,0,7.526027397260274
61.0,Male,UK,55558.85,36379.05,Checking,2,1,1,1,68246.14,0,9.975342465753425
47.0,Female,Germany,58349.13,33515.7,Savings,1,1,1,9,78821.18,1,8.35890410958904
52.0,Female,USA,40081.47,34424.87,Savings,3,1,1,0,56991.5,1,9.463013698630137
38.0,Male,France,94353.7,19525.44,Business,1,0,1,0,92258.22,0,2.7945205479452055
64.0,Other,UK,37248.32,48041.37,Checking,2,0,1,6,56005.52,0,5.101369863013699
57.0,Male,USA,37561.8,55888.0,Savings,1,0,1,7,119003.55,0,8.783561643835617
45.0,Female,Cambodia,-1806.23,29957.28,Checking,2,0,1,9,126318.9,0,5.046575342465753
56.0,Female,UK,87768.74,44348.0,Savings,2,1,1,2,71527.3,1,7.706849315068493
34.0,Female,Germany,51766.98,20447.0,Checking,3,0,1,2,100694.15,0,1.4
29.0,Female,Cambodia,51810.98,33665.23,Savings,4,1,0,10,94321.84,0,8.394520547945206
69.0,Female,USA,54669.55,18075.58,Checking,4,1,1,9,16707.65,0,6.8493150684931505
67.0,Female,Cambodia,89831.46,30460.75,Business,1,1,1,10,96835.76,0,1.9643835616438357
35.0,Female,Cambodia,100321.55,37387.99,Business,3,1,1,9,70845.2,0,4.282191780821917
64.0,Female,Cambodia,16688.51,47088.75,Savings,4,1,0,4,58091.55,0,8.586301369863014
72.0,Female,France,48426.97,22747.53,Business,4,1,1,3,85378.05,0,7.16986301369863
45.0,Female,France,31620.9,44523.33,Business,4,1,0,4,67316.69,0,8.024657534246575
20.0,Male,USA,54408.41,15873.19,Savings,3,0,1,0,62635.46,0,2.6931506849315068
68.0,Female,Germany,57723.53,41342.48,Business,4,1,1,5,60308.97,0,7.304109589041096
33.0,Female,Germany,69216.62,27572.24,Business,1,1,1,7,97780.66,0,2.9342465753424656
39.0,Male,UK,48770.4,8324.98,Savings,4,1,0,4,66168.18,0,3.5726027397260274
71.0,Female,Germany,79512.21,52933.32,Savings,3,0,1,9,20411.45,0,8.567123287671233
66.0,Male,USA,60757.45,40720.64,Checking,4,0,1,3,78917.79,0,5.446575342465754
48.0,Male,USA,17094.69,44167.48,Savings,4,0,0,0,77037.2,0,6.890410958904109
18.0,Male,Cambodia,26498.44,20785.3,Business,3,1,0,7,60475.03,0,2.1205479452054794
28.0,Male,USA,29212.82,21375.94,Business,3,0,0,8,59148.07,0,3.0164383561643837
23.0,Male,India,52080.41,45891.51,Checking,3,0,0,9,24822.38,0,7.457534246575342
40.0,Female,Cambodia,52872.49,55792.25,Business,4,0,1,4,26524.27,0,4.567123287671233
26.0,Male,USA,16163.27,39745.5,Business,3,0,0,4,79854.68,0,9.12054794520548
69.0,Female,India,56305.03,33571.37,Savings,2,0,1,7,108807.24,0,8.424657534246576
33.0,Female,USA,57775.1,41455.86,Business,2,1,0,6,59682.66,1,2.315068493150685
55.0,Male,USA,56797.03,49670.96,Business,3,0,1,9,59351.86,0,1.115068493150685
61.0,Male,UK,17800.8,6040.12,Business,1,0,1,10,33405.55,0,2.0684931506849313
62.0,Female,India,75488.15,33224.19,Savings,3,1,0,2,83864.98,0,1.1232876712328768
30.0,Male,UK,26335.1,48801.69,Business,1,1,0,1,75864.11,0,1.7698630136986302
49.0,Male,India,33111.13,78430.64,Savings,4,1,0,7,85506.91,0,3.0246575342465754
53.0,Male,India,79683.52,32732.62,Savings,1,0,1,1,94640.28,0,4.528767123287671
26.0,Female,France,99499.41,39905.0,Checking,3,0,1,2,30568.8,0,3.484931506849315
63.0,Female,India,55840.74,21699.44,Business,4,0,1,8,73439.64,0,3.621917808219178
63.0,Male,UK,48760.68,48142.63,Savings,1,0,0,8,56354.1,0,8.70958904109589
66.0,Male,UK,64955.54,13041.08,Business,4,0,1,4,86766.6,1,7.057534246575343
54.0,Male,Germany,93908.54,34771.78,Checking,3,1,0,1,50737.22,0,5.950684931506849
48.0,Other,Cambodia,38749.16,15998.69,Checking,1,0,1,0,88750.79,0,5.619178082191781
48.0,Female,Cambodia,47899.35,-7247.23,Savings,2,0,0,7,51924.25,0,6.054794520547945
72.0,Female,Cambodia,47243.14,88875.78,Checking,3,0,0,1,84146.57,0,8.27945205479452
36.0,Male,USA,24582.45,51038.16,Checking,1,1,1,0,55505.79,0,8.084931506849315
19.0,Female,France,81319.69,51177.01,Checking,3,1,1,5,62364.65,1,3.2794520547945205
62.0,Male,USA,66528.44,53178.5,Checking,3,1,0,5,74630.15,0,7.32054794520548
49.0,Female,UK,9568.13,63501.29,Checking,2,1,0,1,29239.91,0,6.372602739726028
60.0,Male,France,59716.22,38247.77,Savings,1,0,0,10,94797.29,0,4.6438356164383565
51.0,Female,India,101556.34,52363.73,Checking,4,1,1,7,76861.39,0,8.479452054794521
18.0,Male,Cambodia,66885.25,24989.76,Checking,3,0,1,3,98368.35,0,9.402739726027397
38.0,Female,UK,100099.75,31555.58,Savings,2,1,1,1,23638.75,1,5.745205479452054
20.0,Male,UK,45996.52,4299.22,Savings,2,1,0,0,94616.29,0,3.967123287671233
61.0,Male,UK,92873.14,24400.09,Business,3,0,1,10,28157.37,0,6.76986301369863
24.0,Female,France,58181.75,32337.68,Savings,1,1,0,1,42690.01,0,7.575342465753424
50.0,Male,USA,49721.54,51582.54,Business,1,1,1,7,60195.11,0,7.484931506849315
26.0,Male,USA,87499.51,41041.27,Savings,2,1,1,0,68153.41,1,6.561643835616438
47.0,Male,Cambodia,73501.78,55601.09,Checking,2,1,1,10,45006.94,0,2.5863013698630137
35.0,Male,India,83850.1,23184.43,Savings,3,0,1,0,133602.82,0,8.901369863013699
73.0,Male,UK,70327.48,42637.2,Savings,3,1,1,5,83697.4,0,6.501369863013698
43.0,Male,Cambodia,58008.62,22209.78,Business,4,1,1,6,47391.31,0,8.156164383561643
37.0,Male,UK,57781.43,31479.09,Business,2,0,1,8,23458.22,0,8.397260273972602
55.0,Male,Cambodia,51130.33,28869.85,Checking,4,0,0,4,45225.8,0,5.5698630136986305
58.0,Female,USA,70006.79,14724.18,Business,1,0,0,2,68396.61,0,2.871232876712329
72.0,Male,Cambodia,55566.87,26743.51,Savings,1,0,1,7,81097.55,0,1.9205479452054794
48.0,Female,India,66334.15,46549.52,Checking,1,0,0,5,60330.61,0,1.4657534246575343
25.0,Male,Cambodia,40182.51,16682.08,Checking,1,1,1,2,69628.35,0,1.010958904109589
40.0,Other,Germany,38709.07,21721.16,Savings,2,0,0,5,119968.82,0,3.0876712328767124
67.0,Male,France,74603.73,59873.59,Checking,4,0,1,6,100448.39,0,3.0657534246575344
42.0,Female,Cambodia,69711.84,63357.54,Checking,1,0,1,5,50759.95,0,5.641095890410959
64.0,Female,Cambodia,49251.18,51641.17,Savings,1,0,1,7,106765.45,0,8.46027397260274
18.0,Male,USA,94422.35,69160.28,Savings,2,1,1,7,29670.57,1,2.9643835616438357
63.0,Male,France,39473.09,62293.1,Checking,2,0,1,0,97633.17,0,8.082191780821917
35.0,Male,USA,70933.4,33230.82,Savings,3,1,1,1,108504.54,0,1.5780821917808219
68.0,Male,UK,61337.11,66190.5,Business,4,1,1,8,49603.95,0,1.2
59.0,Female,Germany,91654.62,33550.93,Business,4,1,1,10,103557.25,0,7.66027397260274
69.0,Male,France,100681.64,40024.55,Checking,3,0,0,1,86891.84,0,6.49041095890411
70.0,Male,Germany,31230.32,21763.26,Savings,3,1,0,9,112678.4,0,8.408219178082192
23.0,Female,UK,3122.57,33085.43,Checking,2,0,1,6,61245.75,1,2.5205479452054793
34.0,Female,USA,47770.39,3912.22,Savings,3,0,1,4,78434.77,0,9.375342465753425
63.0,Male,India,35426.62,23270.1,Savings,2,0,1,2,74572.01,0,3.66027397260274
62.0,Female,UK,49072.53,50877.48,Checking,4,1,1,7,106431.03,0,1.8246575342465754
25.0,Female,Germany,105488.11,14514.27,Business,2,1,0,4,77401.73,0,2.0054794520547947
71.0,Male,Germany,127414.68,28736.06,Checking,2,0,1,9,55529.64,0,6.597260273972603
59.0,Male,Germany,36295.61,46170.78,Checking,4,0,1,10,88414.82,0,9.868493150684932
26.0,Male,USA,65606.49,29208.64,Checking,3,0,1,2,41342.34,0,4.082191780821918
54.0,Male,Cambodia,65042.65,58029.89,Business,3,0,1,5,101925.07,0,8.536986301369863
72.0,Male,Germany,68643.9,58939.51,Checking,4,0,1,4,13594.16,0,8.528767123287672
44.0,Male,USA,25738.0,22641.21,Business,1,1,0,2,104396.69,0,7.153424657534247
53.0,Female,Germany,90894.84,26261.16,Business,1,1,1,8,85129.79,0,7.778082191780822
23.0,Female,France,82548.66,35898.66,Checking,3,0,1,1,42489.91,0,6.131506849315069
23.0,Female,Cambodia,47999.06,21699.11,Business,1,1,0,3,86473.91,0,2.232876712328767
62.0,Female,France,90769.03,67673.9,Business,3,1,1,5,64481.24,0,5.482191780821918
21.0,Female,Cambodia,23952.79,26752.13,Business,3,0,1,5,-109.22,0,2.706849315068493
39.0,Female,UK,17668.29,53217.17,Savings,3,0,1,7,43652.49,0,8.863013698630137
57.0,Female,UK,66621.15,5054.64,Business,2,1,1,4,31496.26,0,3.5534246575342467
44.0,Male,Cambodia,70781.16,19542.31,Checking,1,0,0,10,42616.24,0,7.6438356164383565
54.0,Male,India,55904.46,13292.84,Savings,4,0,1,5,148741.2,0,9.501369863013698
19.0,Female,Germany,87683.77,10115.83,Business,3,0,1,7,68960.56,0,9.295890410958904
26.0,Male,Germany,43562.75,24672.85,Checking,3,1,1,10,78354.04,0,5.758904109589041
28.0,Male,USA,90109.54,42349.72,Business,4,0,1,3,110217.57,0,6.457534246575342
37.0,Male,Cambodia,79702.4,65668.84,Checking,1,0,1,2,77300.08,0,3.9616438356164383
69.0,Other,UK,106571.16,30955.85,Business,3,0,0,8,46434.44,0,2.0164383561643837
60.0,Male,Cambodia,15677.12,36637.39,Business,2,1,1,1,77810.05,0,7.923287671232877
56.0,Male,France,47841.46,41785.52,Checking,3,0,1,2,30734.93,0,9.397260273972602
31.0,Male,USA,37344.99,20430.94,Savings,3,1,1,2,78813.41,0,6.504109589041096
43.0,Female,France,79423.88,34523.64,Checking,1,0,1,9,41428.72,0,9.517808219178082
55.0,Male,USA,99325.82,76753.22,Savings,2,0,0,2,113323.3,0,4.345205479452055
47.0,Male,UK,50699.13,42763.2,Business,2,0,1,0,39319.61,0,5.495890410958904
53.0,Other,Germany,74984.92,76747.97,Business,1,0,1,3,55064.67,0,8.27945205479452
55.0,Female,Cambodia,96090.47,35480.0,Business,1,0,1,10,81848.47,0,1.0191780821917809
52.0,Female,Germany,68155.88,22594.59,Business,3,1,1,3,71340.19,0,5.8
72.0,Female,UK,77536.44,55870.21,Savings,4,1,1,6,77721.87,0,4.241095890410959
23.0,Male,Cambodia,10418.73,60277.11,Savings,1,0,0,0,4006.99,0,1.3397260273972602
20.0,Female,France,99146.15,25069.64,Business,1,0,0,8,45675.5,0,2.419178082191781
18.0,Male,India,52530.84,42289.76,Business,1,0,1,8,57200.86,0,4.63013698630137
40.0,Male,USA,71864.26,8540.17,Savings,3,0,0,4,23527.53,1,3.3753424657534246
49.0,Male,Germany,80638.71,30894.26,Savings,3,1,1,9,86882.44,0,8.306849315068494
46.0,Male,France,-2538.34,58000.16,Checking,4,1,1,0,107661.0,0,4.158904109589041
53.0,Female,Germany,78577.49,16674.24,Checking,4,0,1,5,91964.94,0,7.232876712328767
23.0,Female,UK,22638.86,12550.55,Business,1,0,1,7,45582.2,0,4.361643835616438
34.0,Male,Germany,69243.66,17526.16,Business,2,0,0,6,96771.32,0,4.035616438356165
35.0,Male,Cambodia,69098.93,15847.14,Checking,3,0,1,3,79931.58,0,4.638356164383562
48.0,Female,India,56641.0,17364.79,Business,2,1,1,0,76217.28,0,7.112328767123287
23.0,Female,France,45098.66,-5512.15,Business,4,0,1,3,90323.8,0,1.9561643835616438
51.0,Male,USA,58299.46,-13854.09,Checking,4,0,0,0,140539.51,0,1.0246575342465754
61.0,Female,USA,81533.29,-16196.72,Business,2,0,1,7,48126.3,0,1.0493150684931507
61.0,Female,Cambodia,80521.96,3989.65,Checking,3,0,1,0,89015.17,0,8.389041095890411
44.0,Male,Cambodia,60212.18,58328.53,Business,4,1,0,8,70816.26,0,8.413698630136986
53.0,Male,Germany,65716.28,107111.81,Checking,2,0,1,2,51316.98,0,1.16986301369863
65.0,Male,USA,56824.05,75399.83,Savings,2,0,1,3,45340.61,0,5.589041095890411
69.0,Female,India,35675.61,39976.46,Savings,3,1,0,1,99233.68,0,6.991780821917808
59.0,Male,France,58567.84,19483.8,Business,1,0,1,6,92452.29,0,1.1232876712328768
42.0,Male,USA,41635.49,26375.16,Savings,4,1,1,6,96487.03,0,9.219178082191782
27.0,Female,USA,35111.64,37809.51,Checking,4,0,0,5,122217.79,0,5.712328767123288
56.0,Male,UK,-476.03,76341.4,Savings,3,0,1,6,88905.14,0,1.6246575342465754
63.0,Female,USA,49779.11,15167.66,Checking,1,1,1,1,43093.94,0,1.9917808219178081
56.0,Male,USA,79636.81,35059.08,Checking,1,0,1,1,71552.9,0,6.054794520547945
29.0,Other,India,90577.95,36947.2,Savings,4,1,1,2,146987.67,0,9.991780821917809
28.0,Female,USA,71154.49,33235.35,Checking,1,0,0,5,27424.98,0,6.767123287671233
66.0,Female,UK,27612.23,-5175.02,Checking,3,1,1,7,74081.83,0,9.353424657534246
60.0,Male,UK,56132.17,29484.77,Savings,2,0,1,8,119303.66,0,4.567123287671233
70.0,Male,Cambodia,31127.86,7952.59,Checking,3,0,1,4,55609.19,0,6.046575342465753
20.0,Female,UK,107735.31,80759.42,Business,3,0,0,6,111313.37,0,2.9315068493150687
68.0,Male,USA,50318.51,46419.63,Business,2,1,1,8,60206.78,0,5.2164383561643834
39.0,Female,Cambodia,47642.87,57328.97,Checking,2,1,1,4,76425.38,0,4.208219178082191
21.0,Female,Germany,83071.07,17301.54,Business,4,1,1,6,32015.96,0,4.794520547945205
25.0,Female,Germany,59022.62,26016.2,Savings,4,1,1,9,94494.54,1,3.808219178082192
37.0,Female,Germany,31921.81,55481.42,Checking,1,0,1,6,100995.19,1,7.057534246575343
41.0,Female,India,62225.51,43431.22,Checking,4,0,0,2,65579.34,0,2.191780821917808
31.0,Female,India,72681.93,61873.3,Business,2,0,0,3,130509.87,0,3.495890410958904
45.0,Female,Cambodia,-5447.37,74223.63,Business,1,0,1,6,39891.25,1,7.6876712328767125
33.0,Male,UK,42933.65,65350.59,Checking,1,0,1,1,-728.91,0,1.0383561643835617
49.0,Female,France,44654.29,55990.31,Business,1,0,1,4,10180.3,0,6.416438356164384
64.0,Female,India,61380.87,57916.3,Savings,3,0,1,7,104168.94,0,4.276712328767124
29.0,Male,USA,52246.53,28410.72,Business,4,1,0,10,37579.35,1,2.128767123287671
33.0,Male,UK,67401.41,38913.53,Savings,2,0,0,6,32781.77,0,3.8575342465753426
69.0,Male,USA,54138.05,48613.32,Savings,2,0,1,3,55700.99,0,6.6136986301369864
36.0,Female,USA,88685.28,41364.55,Savings,4,0,1,3,12156.86,0,5.887671232876713
22.0,Female,Germany,112767.78,45060.69,Checking,4,1,1,5,73405.45,1,6.358904109589041
29.0,Male,USA,22486.01,32176.63,Business,1,1,1,7,46571.86,0,1.9452054794520548
46.0,Female,Cambodia,60617.3,-19611.82,Checking,2,1,1,8,63117.13,0,3.4904109589041097
22.0,Female,India,87158.52,48531.81,Checking,4,1,1,10,41563.05,0,8.104109589041096
59.0,Female,USA,42426.89,37161.42,Checking,4,0,1,2,99129.79,0,9.936986301369863
34.0,Female,USA,66996.09,37539.96,Savings,4,0,0,6,30063.71,0,1.1397260273972603
64.0,Male,Germany,50504.41,79021.19,Savings,4,1,1,2,61041.89,0,3.5287671232876714
25.0,Female,USA,34914.31,42133.58,Savings,4,0,1,0,-12835.72,0,3.4
57.0,Male,India,34580.91,18901.54,Savings,3,1,1,9,65284.03,0,1.3123287671232877
57.0,Female,India,-1773.52,48758.44,Business,1,0,1,1,77779.13,0,7.380821917808219
47.0,Female,USA,64149.93,36711.22,Savings,1,1,1,8,75785.37,0,5.8273972602739725
27.0,Male,India,65795.49,57320.89,Business,2,0,0,10,65237.77,1,4.890410958904109
37.0,Male,Cambodia,36204.07,23065.54,Checking,4,0,1,3,49281.12,0,8.98904109589041
62.0,Male,Cambodia,53004.37,18700.59,Checking,3,1,1,1,85872.57,0,4.668493150684932
33.0,Male,India,23943.87,24200.42,Checking,1,1,1,9,88232.23,0,9.33972602739726
58.0,Female,Germany,73313.31,416.95,Business,4,0,1,7,46347.57,1,4.967123287671233
33.0,Female,UK,49985.22,26246.75,Savings,3,0,1,1,58481.29,0,1.1315068493150684
59.0,Male,Cambodia,79264.75,66793.26,Checking,3,1,1,5,13101.91,0,5.416438356164384
20.0,Male,UK,51946.98,20464.19,Business,2,0,1,10,68838.34,0,3.0904109589041098
40.0,Male,France,35307.5,7862.13,Business,3,0,1,4,35642.03,0,9.668493150684931
39.0,Male,UK,46602.02,24439.4,Savings,3,0,0,6,94398.02,0,8.53972602739726
74.0,Male,Cambodia,97702.53,39406.03,Savings,4,0,1,6,76047.03,0,2.4657534246575343
45.0,Male,Cambodia,112401.82,20079.5,Business,3,1,0,6,76006.29,0,4.750684931506849
63.0,Male,USA,22324.34,36433.56,Checking,3,1,1,9,79620.65,1,5.528767123287671
62.0,Male,India,82642.97,40027.13,Checking,4,0,0,10,40130.19,0,6.104109589041096
53.0,Male,UK,32293.31,35034.54,Business,2,1,0,0,49789.59,0,5.789041095890411
21.0,Female,Germany,41002.91,33212.72,Checking,4,1,0,4,87430.86,0,8.556164383561644
55.0,Male,France,65224.51,70273.51,Business,3,1,1,0,46559.63,0,2.2465753424657535
41.0,Male,USA,72233.47,38532.85,Savings,4,1,1,5,6663.32,0,9.315068493150685
36.0,Female,UK,41794.95,19182.05,Savings,1,0,1,5,48187.23,0,4.068493150684931
28.0,Female,India,75253.71,50092.32,Checking,1,0,1,10,42697.53,0,1.5068493150684932
57.0,Male,Germany,89605.58,33799.78,Business,2,1,1,3,77396.2,1,8.2
63.0,Male,Cambodia,78211.91,36428.9,Business,4,1,1,10,22851.55,0,5.073972602739726
57.0,Female,UK,35844.37,55268.49,Checking,3,1,1,0,55928.82,1,7.104109589041096
63.0,Female,India,48882.59,61829.26,Savings,3,1,1,9,78132.67,0,6.2684931506849315
72.0,Male,UK,81881.14,12216.06,Business,3,0,1,2,65087.43,0,7.16986301369863
56.0,Male,USA,98784.76,69639.79,Business,2,0,1,8,46394.34,0,6.704109589041096
70.0,Female,France,28226.35,33704.37,Checking,4,0,1,8,129334.7,1,4.158904109589041
35.0,Female,India,67569.05,33842.92,Savings,2,1,0,2,56489.75,1,4.273972602739726
29.0,Male,France,78357.47,14801.02,Savings,3,0,0,2,72722.14,0,6.879452054794521
31.0,Male,France,25087.39,49934.06,Business,2,0,1,2,33199.02,0,1.8438356164383563
64.0,Male,Cambodia,85472.04,6565.53,Savings,4,1,1,1,109217.11,0,5.750684931506849
35.0,Male,Germany,112871.39,45767.96,Checking,2,1,1,0,68771.1,0,5.2
61.0,Female,India,76595.7,68026.56,Checking,3,1,1,0,51965.43,0,4.624657534246575
59.0,Male,Germany,74142.25,28707.1,Savings,3,0,0,8,39624.7,0,7.96986301369863
57.0,Male,France,47741.34,36638.87,Savings,1,0,1,9,81913.43,1,7.361643835616438
44.0,Male,USA,43819.1,7156.58,Savings,2,1,1,10,37109.59,0,7.920547945205479
23.0,Male,USA,37889.49,37394.76,Business,4,1,1,0,47471.77,0,2.3123287671232875
41.0,Female,UK,53946.42,31293.59,Business,1,1,1,7,51529.17,0,7.835616438356165
